item_name,item_image_url
Keerai Karamani Kuzhambu- Palak Lobia Curry Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/south-indian-vegetarian-recipes/kuzhambu-recipes/Palak_Lobia_Curry_Recipe_Spinach_Blackeyed_Beans_Curry_11_1600_3a5815384c.jpg
Mutton Varattiyathu Recipe - Malabar Mutton Roast,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-non-veg-recipes/mutton-recipes/Mutton_Varattiyad_Malabar_Mutton_Roast_29bb4021b7.jpg
Panchmel Dal Recipe | Rajasthani Dal | Panchkuti Dal,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/dal-recipes/Rajasthani_Dal_Panchmel_Dal_recipe_4_c7197a2316.jpg
Dhaba Style Dal Palak Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/dal-recipes/Dhaba_Style_Dal_Palak_Recipe_1_2475bdeb19.jpg
Tamatar Pyaz Ki Sabzi Recipe -Tomato Onion Sabzi,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/Tamatar_Sabzi_Tomato_Sabzi_recipe_healthy_2_84d538e2c3.jpg
Beans Matki Bhaji Recipe - Green Beans Moth Beans Sabzi,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/Beans_Matki_Bhaji_Recipe_Matki_Chi_Usal_2_b0e0fb2976.jpg
Smoked Dal Makhani Recipe - Dhaba Style ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/dal-recipes/Dhaba_Style_Dal_Makhani_Recipe_Coal_Smoked_1_0ce4419c31.jpg
Sweet And Sour Vegetables With Paneer Curry Recipe ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/indian-chinese-recipes/Savory_Oatmeal_with_Asian_Style_Vegetable_Paneer_Curry_1_88695ed295.jpg
Cabbage Thoran Recipe - Kerala Style Cabbage Stir Fry,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/south-indian-vegetarian-recipes/thoran-recipes/Cabbage_Thoran_Poriyal_Recipe_South_Indian_Style_Sabzi_3_29f2bcc93e.jpg
Nepalese Vegetable Pulao Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/indian-chinese-recipes/Nepalese_Veg_Pulao_7c812e6c85.jpg
Muttaikose Poriyal Recipe - Cabbage Stir fry With Coconut,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/south-indian-vegetarian-recipes/poriyal-recipes-south-indian-sabzi/Cabbage_Poriyal_Recipe_1_cdab473644.jpg
Dal Kabila Recipe - Diabetic Urad Dal Tadka ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/dal-recipes/Dal_Kabila_White_Split_Urad_Dal_Recipe_4_29533406e8.jpg
Huruli Sundal Recipe - Kollu / Horse Gram Sundal Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/snack-recipes/indian-snack-recipes/Horsegram_Sundal_Recipe_Kollu_Sundal_High_protein_diabetic_recipe_2_795bd4ed3f.jpg
Parsi Salli Murgh Recipe - Salli Marghi ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-non-veg-recipes/chicken-recipes/Parsi_Sali_Marghi_Recipe_Parsi_Chicken_Curry_Recipe_4_b65f2c0a17.jpg
Eggless Spicy Spinach Bread Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/healthy-homemade-bread-recipes/Spicy_spinach_bread_eggless_4443c563cc.jpg
Khatta Meetha Tamatar Sabzi Recipe - A Chutney Style Dry Sabzi,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/Khatta_Meetha_Tamaatar_Sabzi_Recipe_cf13bcad6f.jpg
Dhaba Style Chana Masala From Deserts of Jaisalmer,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/dal-recipes/Dhaba_Style_Chana_Masala_From_Desserts_of_Jaisalmer_1_65b9f8b123.jpg
Aloo Methi Sabzi Recipe - Potato Fenugreek Leaves Sabzi,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/Aloo_Methi_Sabzi_recipe_17_65927d2f7c.jpg
Lahsuni Paneer Recipe - Paneer Flavoured With Garlic,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/GARLIC_PANEER_407646006c.jpg
Stuffed Zucchini Recipe With Roasted Peppers & Mushrooms Made With Cheesy Dip,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/continental-food-recipes/Stuffed_Zucchini_With_Roasted_Peppers_and_Mushrooms_6_6f088861cb.jpg
Onion-Tomato Dosa Savoury Waffles Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/healthy-breakfast-recipes/waffle-recipes/Onion_Tomato_dosa_waffles_dc4ac725d8.jpg
Pudalangai Poriyal Recipe  - Snake Gourd Poriyal Recipe ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/south-indian-vegetarian-recipes/poriyal-recipes-south-indian-sabzi/Podalangai_Poriyal_Snake_Gourd_Porial_recipe_7_7d0b8e5687.jpg
Baingan Ki Lonje Recipe - Uttar Pradesh Style Brinjal Sabzi,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/Baingan_Ke_Lonje_Recipe_UP_Style_Brinjal_Sabzi_6c883e5cca.jpg
Roasted Carrot & Green Pepper Hummus Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/continental-party-appetizer-starter-recipes/roasted_Carrot_green_pepper_hummus_recipe_party_dips_bf5a6a2496.jpg
Homemade Paneer Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/basic-advanced-cooking-techniques/Homemade_Paneer_Recipe_14_e05c1c3527.jpg
Andhra Style Vegetarian Biryani with Soya Chunks Recipe ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-rice-recipes/biryani-recipes/Andhra_Style_Vegetarian_Biryani_with_Soya_Chunks_Recipe_is_83236af80b.jpg
Sambal Spiced Veggie Mee Goreng Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/indian-chinese-recipes/veggie_mee_goreng_edited_2e2e6a1ee6.jpg
Quinoa Brown Rice and Vegetable Pulao Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-rice-recipes/pulao-recipes/Quinoa_brown_rice_and_vegetable_pilaf_933fc897e6.jpg
Peanut Chilli Dipping Sauce Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/continental-party-appetizer-starter-recipes/Peanut_and_Chilli_Dip_Dipping_Sauce_2_e42a7fb7c1.jpg
Puliyodharai / Puliyogare Recipe (Spicy Tamarind Rice) with Pulikachal,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-rice-recipes/variety-rice-mixed-rice-flavoured-rice-recipes/Puliyodharai_Recipe_0973_6f5b67348c.jpg
Beetroot Raita Recipe ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/side-dishes/indian-raita-recipes/Beetroot_Raita_Healthy_Low_Calorie_Meal_4_65556ae8c4.jpg
"Spring Onion, Pepper & Spaghetti Soup Recipe",https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/pasta-recipes/Spring_Onion_and_Spaghetti_Soup_b355701423.jpg
Raw Papaya Mor Kootu Recipe - Ayurvedic No Onion No Garlic Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/south-indian-vegetarian-recipes/kootu-recipes/Raw_Papaya_Mor_Kootu_Recipe_Ayurvedic_No_Onion_No_Garlic_Recipe_695ba634b3.jpg
Beetroot Poriyal Recipe - Stir Fried Beetroot,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/south-indian-vegetarian-recipes/poriyal-recipes-south-indian-sabzi/Beetroot_Poriyal_recipe_no_onion_no_garlic_3_322e628bc1.jpg
Kerala Style Varutharacha Mutton Curry Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-non-veg-recipes/mutton-recipes/Kerala_Varutharacha_Mutton_Curry_5660afa7af.jpg
High Protein Moong Dal Cheela Recipe With Stuffed Paneer,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/indian-breakfast-tiffin-recipes/cheela-recipes-chilla/Moong_Dal_Cheela_Stuffed_With_Paneer_Recipe_4_538d9b1472.jpg
Vegetable Tagine Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/continental-food-recipes/Vegetable_Tagine_c9b4bda744.jpg
Dhania Chole Masala Recipe - Chickpeas In Fresh Coriander Gravy,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/dal-recipes/Dhaniya_Chole_Masala_Curry_Mint_Coriander_Chana_Masala_5_e98f63063d.jpg
Herb & Cheese Mushroom Omelette Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/healthy-breakfast-recipes/omelette-recipes/Mushroom_Omlette_Recipe_cf0ebdd703.jpg
Paneer in White Gravy Recipe - No Onion No Garlic Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/Paneer_in_White_Gravy_No_Onion_No_Garlic_Masala_Curry_North_Indian_Sabzi_Recipes_10_7c0814ec6f.jpg
Herbed Focaccia Bread Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/healthy-homemade-bread-recipes/FOCACCIA_MIXED_HERBS_BREAD_5ebdda4151.jpg
Spicy Broken Wheat Khichdi With Vegetables Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-rice-recipes/khichdi-recipes/medium_Bajra_Matar_Ki_Khichidi_14b12be0aa.jpg
Chickpea and Broccoli Quesadilla Recipe ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/mexican-recipes/Chickpea_and_Broccoli_Quesadilla_Recipe_d0278299d1.jpg
Grilled Chicken Wings Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/continental-party-appetizer-starter-recipes/9_Grilled_Chicken_Wings_Recipe_Saffola_Oats_Fit_Foodie_1_42bea9d344.jpg
Rumali Roti Recipe ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-bread-recipes-roti-paratha-naan-puri/roti-recipes/Rumali_Roti_Recipe_86fd81cad6.jpg
General Tso's Cauliflower Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/indian-chinese-recipes/Chinese_General_Tsos_Cauliflower_Recipe_4_1e5b09c247.jpg
Minced Meat & Corn Stuffed Bell Peppers Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/continental-party-appetizer-starter-recipes/stuffed_bell_peppers_with_minced_meat_and_spinach_44d2f4af40.jpg
Murg Malai Kebab Recipe (Reshmi Kebab),https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-non-veg-recipes/chicken-recipes/Murgh_Malai_Kebab_Recipe_Chicken_Malai_Kebab_1_72a275e40e.jpg
Matar Besan And Paneer Cheela Recipe -Green Peas & Paneer Crepes,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/indian-breakfast-tiffin-recipes/cheela-recipes-chilla/Matar_Paneer_Cheela_Recipe_Green_Peas_Paneer_Crepes_1_00b3dac429.jpg
Italian Classic Bread With Cheese And Herbs,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/continental-party-appetizer-starter-recipes/Cheesy_Garlic_Bread_68ee75c8b1.jpg
Bhugi Dal Paratha Recipe - Moong Dal Paratha,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-bread-recipes-roti-paratha-naan-puri/paratha-recipes/Bhugi_Dal_Paratha_Recipe_Dal_Jo_Phulko_e5b3b41d4c.jpg
Chettinad Takkali Sadam Recipe (Chettinad Style Tomato Rice),https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-rice-recipes/variety-rice-mixed-rice-flavoured-rice-recipes/Chettinad_Takkali_Sadam_Recipe_Chettinad_Style_Tomato_Rice_bbd892033b.jpg
Kesar Pista Kulfi Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/sweet-recipes/Kesar_Pista_Kulfi_Recipe_Indian_Ice_Cream_1_2_bd6850d070.jpg
Asian Style Paper Wrapped Chicken Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/indian-chinese-recipes/Paper_chicken_edited_a82bf095a0.jpg
Thandai Recipe - Spiced Festival Drink With Saffron And Dry Fruits,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/drink-recipes/indian-drink-recipes/thandai_spiced_festival_drink_with_saffron_and_dry_fruits_093c5a9f97.jpg
Oatmeal Pancake Recipe With Orange,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/healthy-breakfast-recipes/pancake-recipes/Oatmeal_Pancake_Recipe_with_Orange_1_ac9e3381dc.jpg
Broccoli And Tofu Green Curry Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/Broccoli_and_Tofu_green_curry_b76e0eaa87.jpg
Rajasthani Chawle Wale Dhokle Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/Rajasthani_Chawle_Wale_Dhokle_Recipe_c72d1148f6.jpg
Goan Style Caldinho de Abobora Branca Recipe (Mild Curry of white Pumpkin),https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/Goan_Style_Caldinho_de_Abobora_Branca_Recipe_Mild_Curry_of_white_Pumpkin_d7ab1a7e2e.jpg
Dry Fruit Ghughra/Gujiya Recipe (Pastry Crust Pockets Filled With Dry Fruits),https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/sweet-recipes/Holi_Recipe_Ghughra_Gujiya_With_Dry_fruits_recipe_1_c71729a475.jpg
Gahat Rasmi Badi Recipe (Uttaranchal Kulith Koftas In Tomato Onion Gravy),https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/kofta-recipes/Gahat_Rasmi_Bade_c81d53fc30.jpg
Vadyancho Ross Recipe (Ash Gourd Chips Curry),https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-curry-recipes/Vadyancho_Ross_Ash_gourd_Chips_Curry_b9ca5ba9d1.jpg
Feijoada Recipe - Spicy Goan Black Eyed Peas Stew,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/stew-recipes/Feijoada_Recipe_Spicy_Goan_Black_eyed_Peas_Stew_1_a795b46e04.jpg
Ringna Batata Nu Shaak Recipe- Aloo Baingan Ki Sabzi Recipe ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/Aloo_Baingan_Ki_Sabzi_Batata_Ringna_Nu_Shaak_Video_Recipe_1_f1620f42dd.jpg
Posto Pabda (Bengali Fish Curry In Poppy Seeds Paste),https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-non-veg-recipes/fish-recipes/Posto_Pabda_5cde418370.jpg
Four Cheese and Spinach Stuffed Mushrooms Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/continental-party-appetizer-starter-recipes/Stuffed_Mushrooms2_e18a574ddd.jpg
Nepalese Style Dhal Bhat Recipe ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/dal-recipes/Nepalese_Style_Dhal_Bhat_Recipe_20658bcc8c.jpg
Baked Pasta Recipe with Paneer and Spinach,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/pasta-recipes/Baked_Pasta_with_Cottage_Cheese_and_Spinach_Recipe_1_b6ca00cb8e.jpg
Pyaz Kachori Chaat Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/snack-recipes/indian-snack-recipes/Pyaaz_Kachori_Chaat_Recipe_1_ceaaa6824d.jpg
Baked Mexican Rice Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/mexican-recipes/baked_mexican_rice_d522169f0f.jpg
Whole Wheat Achaari Aloo Tacos - Indo Mexican Fusion Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/mexican-recipes/Achaari_Aloo_Tacos_Whole_Wheat_Tacos_with_Pickled_Potatoes_34fad60556.jpg
Murungai Keerai Puttu - Drumstick Leaves Puttu Recipe ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/indian-breakfast-tiffin-recipes/puttu-recipes/DRUMSTICK_LEAVES_PUTTU_3475284846.jpg
Avarekalu Usli Recipe ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/south-indian-vegetarian-recipes/poriyal-recipes-south-indian-sabzi/Avarekalu_Usili_Recipe_cc164cc236.jpg
Lemon Thyme Rasam Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/south-indian-vegetarian-recipes/rasam-recipes/Lemon_thyme_rasam_recipe_8a8ba2c181.jpg
Chettinad Mutton Chops Kuzhambu Recipe-Mutton Chops Curry,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-non-veg-recipes/mutton-recipes/Chettinad_Mutton_Chops_Kozhumbhu_Mutton_Chops_Curry_28886df0a8.jpg
Baked Whole Wheat Masala Baati Recipe (Healthy Rajasthani Spiced Wheat Dumplings),https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-bread-recipes-roti-paratha-naan-puri/roti-recipes/Baked_Vivatta_Whole_Wheat_Masala_Baati_016ba59740.jpg
Qorma Baamia Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/continental-food-recipes/2e47a889cb49f16cedc2fb576bdb1394_XL_33fde2a74c.jpg
Rajasthani Dal Muthiya Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/dal-recipes/medium_Pahari_Style_Phanu_Recipe_Toor_Dal_Urad_Dal_501d71d4f4.jpg
French Onion Tart Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/continental-party-appetizer-starter-recipes/French_Onion_Tart_47975a7bd9.jpg
Carrot Cake Overnight Oats Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/healthy-breakfast-recipes/granola-cereal-recipes/Carrot_Cake_Overnight_Oats_ded902f134.jpg
French Crullers Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/dessert-recipes/French_Crullers_recipe_61754d216b.jpg
Jaggery Sweetened Apple Oatmeal Recipe ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/healthy-breakfast-recipes/granola-cereal-recipes/Jaggery_Sweetned_Aple_Pie_Oatmeal_b6e65351e4.jpg
Vazha Thandu Poriyal Recipe - Tamil Nadu Style Dry Banana Stem Fry,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/south-indian-vegetarian-recipes/poriyal-recipes-south-indian-sabzi/Tamil_Nadu_Style_Vazha_Thandu_Poriyal_Recipe_Dry_Banana_Stem_Fry_Recipe_b5fe07658b.jpg
Fajeto Recipe - Gujarati Ripe Mango Curry Recipe ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/dal-recipes/Fajeto_Gujarati_Mango_Yogurt_Kadhi_Recipe_1_2_c1eef0aec6.jpg
Lehsuni Methi Paneer Recipe - Garlic Methi Paneer Curry,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/Lehsuni_Methi_Paneer_Recipe_7_94648d6767.jpg
Shakshuka With Spinach & Feta Cheese Recipe ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/healthy-breakfast-recipes/Shakshuka_with_Spinach_and_Cheese_Recipe_1_430d54f2cf.jpg
Kurkuri Bhindi With Spicy Tomato Yogurt Gravy Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/Kurkuri_Bhindi_With_Spicy_Tomato_Yogurt_Gravy_Recipe_10b9afd0dd.jpg
Spinach Pizza With Sun Dried Tomatoes & Feta Cheese,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/pizza-recipes/Spinach_Pizza_with_Sun_dried_Tomatoes_and_Feta_Cheese_1_996d99c5e2.jpg
Curried Couscous Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/continental-food-recipes/Curried_Couscous_64ddfe8b65.jpg
Corn Toast Recipe With Moong Sprouts & Vegetables,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/healthy-breakfast-recipes/toast-recipes/Sweet_Corn_and_Sprout_Open_Toast_Recipe_6_99e016377c.jpg
Andhra Gongura Pachadi Recipe - Andhra Style Sorrel Leaves Chutney,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/south-indian-vegetarian-recipes/pachadi-recipes/Andhra_Gongura_Pachadi_Recipe_Andhra_Style_Sorrel_Leaves_Chutney_10_2eb542db77.jpg
Pineapple Cucumber Salad Recipe With Lemon Dressing,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/salad-recipes/Pineapple_cucumber_salad_ce2e813d80.jpg
Vendakkai Podi Curry Recipe - Vendakkai Poriyal,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/south-indian-vegetarian-recipes/poriyal-recipes-south-indian-sabzi/Vendakkai_Podi_Curry_Recipe_Vendakkai_Poriyal_Recipe_Bhindi_Masala_2_642d07efbd.jpg
Aloo Bhindi Sabzi Recipe - Potatoes Lady's Finger Stir Fry,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/Aloo_Bhindi_Sabzi_Recipe_North_indian_healthy_vegetable_recipe_25_bc6af6b7bc.jpg
Aubergine in Spicy Peanut Sauce Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/thai-recipes-malaysian-east-asian-recipes/Aubergine_in_Spicy_Peanut_Sauce_c63422f300.jpg
Fusion Style Paneer Malai Makhani Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/north-indian-vegetarian-recipes/sabzi-recipes/paneer_malai_makhani_recipe1_37d8275bab.jpg
Banana-Almond Butter Bread Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/healthy-homemade-bread-recipes/Banana_Almond_butter_bread_edited_001_70dc03b555.jpg
Mangalorean Style Kayi Vade Recipe (Coconut and Rice Flour Fried Bread Recipe),https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/snack-recipes/indian-snack-recipes/Mangalorean_Style_Kayi_Vade_Recipe_Coconut_and_Rice_Flour_Fried_Bread_Recipe_d84de9acac.jpg
बांदे दिन्दु कडले पाल्या रेसिपी - Banana Stem Chickpea Curry,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-curry-recipes/Baalekaayi_Dindina_Palya_Raw_Banana_Stem_Chana_Dal_Curry_In_Coconut_1_a07df10911.jpg
Khajur Satori Recipe (Dates Flatbread),https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-bread-recipes-roti-paratha-naan-puri/roti-recipes/Khajur_Satori_651815be2e.jpg
Kashmiri Kokur T Nadir Recipe-Chicken and Lotus Stem Curry,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-non-veg-recipes/chicken-recipes/Kashmiri_Kokur_t_Nadir_Chicken_and_Lotus_Steam_ddc7acc569.jpg
"Vegetarian Mexican Tacos Recipe With Baked Beans, Peppers and Salad",https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/world-recipes/mexican-recipes/Vegetarian_Tacos_with_Baked_Beans_and_Salad_4_a2f84f679d.jpg
Mangalore Style Southe Gatti/Southekayi kadubu Recipe (Steamed Cucumber Dumplings),https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/indian-breakfast-tiffin-recipes/upma-recipes/Mangalore_Style_Southe_Gatti_Southekayi_kadubu_Recipe_Steamed_Cucumber_Dumplings_d673104e8e.jpg
Avarekalu Kadubu Recipe (Hyacinth Beans Steamed Dumplings),https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/indian-breakfast-tiffin-recipes/kozhukattai-recipes/Avarekalu_Kadubu_Recipe_Hyacinth_Beans_Steamed_Dumplings_d55bc51570.jpg
Kerala Style Ulli Theeyal Recipe - Small Onions Roasted in Spicy Tamarind Coconut Gravy,https://storage.googleapis.com/ak_strapi_cms_gcp/images/images/Kerala_Style_Ulli_Theeyal_Kerala_Vengayam_Puli_Kuzhambu_Recipe_Small_Onions_Roasted_in_Spicy_Tamarind_Coconut_Gravy_1_69f985462d.jpg
चकुंदर पनीर करी रेसिपी -  Beetroot Paneer Curry Recipe In Coconut Milk,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-curry-recipes/Beetroot_and_Paneer_Curry_Recipe_in_Coconut_Milk_1_1b2ba767f5.jpg
काथीरीकइ गोथ्सु रेसिपी - Kathirikai Gotsu Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/indian-curry-recipes/kathirikai_gothsu_recipe_tangy_and_spicy_brinjal_curry_7_7758af4768.jpg
Kathirikai Urulai Kizhangu Kara Kuzhambu Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/south-indian-vegetarian-recipes/kuzhambu-recipes/Kathirikai_Urulaikizhangu_Kara_Kuzhambhu_fdcc927f0b.jpg
Mullangi Poriyal Recipe ,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/main-course/south-indian-vegetarian-recipes/poriyal-recipes-south-indian-sabzi/Mullangi_Curry_South_Indian_Style_Raddish_Stir_Fry_65d86623fb.jpg
Semolina Vegetable Chilla Recipe,https://storage.googleapis.com/ak_strapi_cms_gcp/images/recipes/indian/indian-breakfast-tiffin-recipes/cheela-recipes-chilla/SEMOLINA_VEGETABLE_CHILA_feb7272640.jpg
